material_id,formula_pretty,spacegroup_number,wyckoff_positions
mp-bqbf,Ga2TeSe2,109,"Ga:4b,Te:2a,Se:4b"
mp-bqbg,K4P3,63,"K:4f,K:2c,K:2b,P:4f,P:2c"
mp-bqbh,V3P4O15,62,"V:8d,V:4c,P:8d,P:8d,O:4c,O:4c,O:4c,O:8d,O:8d,O:8d,O:8d,O:8d,O:8d"
mp-bqbi,B2PCl2,60,"B:8d,B:8d,B:8d,B:8d,P:8d,P:8d,Cl:8d,Cl:8d,Cl:8d,Cl:8d"
mp-bqbk,K3Nb2Se11,14,"K:4e,K:4e,K:4e,Nb:4e,Nb:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e"
mp-bqbl,Na2PrO3,15,"Na:4f,Na:4f,Pr:4f,O:4f,O:4f,O:4f"
mp-efj,SnF2,15,"Sn:4f,Sn:4f,F:4f,F:4f,F:4f,F:4f"
mp-bqbm,Na2TbO3,15,"Na:2e,Na:4f,Na:2d,Tb:2e,Tb:2e,O:4f,O:4f,O:4f"
mp-bqbn,Sb(IF3)2,2,"Sb:2i,I:2i,I:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i"
mp-bqbo,Tl3Cd2I7,55,"Tl:2c,Tl:4g,Cd:4h,I:4g,I:2b,I:4h,I:4h"
mp-bqbp,RbClO4,62,"Rb:4c,Cl:4c,O:8d,O:4c,O:4c"
mp-bqbr,KFeCl4,4,"K:2a,K:2a,Fe:2a,Fe:2a,Cl:2a,Cl:2a,Cl:2a,Cl:2a,Cl:2a,Cl:2a,Cl:2a,Cl:2a"
mp-bqbt,RuClF8,54,"Ru:8f,Cl:4e,Cl:4c,F:8f,F:8f,F:8f,F:8f,F:8f,F:8f,F:8f,F:8f"
mp-bqbv,KSc2F7,65,"K:1a,Sc:2j,F:2i,F:4q,F:1c"
mp-efk,ThSi2,141,"Th:2b,Si:4e"
mp-bqby,TlAs5S8,14,"Tl:4e,As:4e,As:4e,As:4e,As:4e,As:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e"
mp-bqca,Fe3(SiO4)2,14,"Fe:4e,Fe:2c,Si:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqcd,Mg(BiO3)2,136,"Mg:2a,Bi:4e,O:8j,O:4f"
mp-bqce,DyCl3,63,"Dy:2c,Cl:2c,Cl:4f"
mp-bqcf,CsTbF5,64,"Cs:4d,Tb:4f,F:4f,F:4f,F:4d,F:8g"
mp-efl,SbPt,194,"Sb:2c,Pt:2a"
mp-bqcg,Li4P2O7,2,"Li:2i,Li:2i,Li:2i,Li:2i,P:2i,P:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqci,Fe3W3N,227,"Fe:4d,Fe:8e,W:12f,N:4c"
mp-bqcj,CsAuI3,139,"Cs:2d,Au:1b,Au:1a,I:4h,I:2e"
mp-bqck,Sm(Mo4O7)2,41,"Sm:2a,Mo:4b,Mo:4b,Mo:4b,Mo:4b,O:2a,O:2a,O:4b,O:4b,O:4b,O:4b,O:4b,O:4b"
mp-bqcl,Hg2P2O7,2,"Hg:2i,Hg:2i,P:2i,P:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqcm,Sn15Os3O14,8,"Sn:2b,Sn:2b,Sn:1a,Sn:2b,Sn:1a,Sn:1a,Sn:1a,Sn:2b,Sn:1a,Sn:1a,Sn:1a,Os:1a,Os:1a,Os:1a,O:1a,O:2b,O:2b,O:1a,O:1a,O:1a,O:1a,O:1a,O:2b,O:2b"
mp-bqcn,Ba2Ta15O32,148,"Ba:2c,Ta:6f,Ta:2c,Ta:6f,Ta:1a,O:6f,O:6f,O:6f,O:6f,O:6f,O:2c"
mp-bqco,ErSeI,59,"Er:2b,Se:2a,I:2a"
mp-bqcq,Br2O,33,"Br:4a,Br:4a,O:4a"
mp-bqct,LiNb3Cl8,64,"Li:4f,Nb:4f,Nb:4d,Nb:4f,Cl:8g,Cl:4d,Cl:4f,Cl:4f,Cl:8g,Cl:4f"
mp-bqcu,Re3(TeI)7,2,"Re:2i,Re:2i,Re:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,I:2i,I:2i,I:2i,I:2i,I:2i,I:2i,I:2i"
mp-bqcv,BaMo3O10,14,"Ba:4e,Mo:4e,Mo:4e,Mo:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqcx,Cs2Cu5Se4,63,"Cs:2c,Cs:2a,Cu:4f,Cu:2c,Cu:4f,Se:4f,Se:2c,Se:2c"
mp-bqcy,KAg5S3,190,"K:4f,K:2a,Ag:6h,Ag:6g,Ag:12i,Ag:6h,S:6h,S:6h,S:6h"
mp-efn,ErB4,127,"Er:4g,B:8j,B:4e,B:4h"
mp-bqda,Ta7(Te12I5)2,2,"Ta:2i,Ta:2i,Ta:2i,Ta:1a,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,Te:2i,I:2i,I:2i,I:2i,I:2i,I:2i"
mp-bqdb,Li3AsS3,33,"Li:4a,Li:4a,Li:4a,As:4a,S:4a,S:4a,S:4a"
mp-bqdc,Er10Ru10C19,8,"Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Er:1a,Ru:2b,Ru:2b,Ru:2b,Ru:2b,Ru:2b,C:1a,C:2b,C:2b,C:2b,C:2b,C:2b,C:2b,C:2b,C:2b,C:2b"
mp-bqdd,CClF3,36,"C:2a,Cl:2a,F:2a,F:4b"
mp-bqde,S7(N3O4)2,113,"S:2c,S:8f,S:4e,N:8f,N:4e,O:8f,O:8f"
mp-bqdf,H2Pb3O4,114,"H:8e,Pb:4c,Pb:8e,O:8e,O:8e"
mp-bqdg,SrBiSe3,19,"Sr:4a,Sr:4a,Sr:4a,Sr:4a,Bi:4a,Bi:4a,Bi:4a,Bi:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a,Se:4a"
mp-bqdh,Sr(ClO3)2,43,"Sr:2a,Cl:4b,O:4b,O:4b,O:4b"
mp-bqdi,NaTe3,165,"Na:4c,Na:4d,Na:4d,Te:12g,Te:12g,Te:12g"
mp-bqdj,Sc2CCl2,164,"Sc:2d,C:1b,Cl:2d"
mp-efo,Pu5Ir3,140,"Pu:2b,Pu:8k,Ir:2a,Ir:4h"
mp-bqdk,Sc2NCl2,164,"Sc:2d,N:1b,Cl:2d"
mp-bqdl,Ti(ClO4)4,15,"Ti:2e,Cl:4f,Cl:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-bqdn,WBr6,148,"W:1a,Br:6f"
mp-bqdo,TlMo6O17,164,"Tl:1a,Mo:2c,Mo:2d,Mo:2d,O:3f,O:2d,O:6i,O:6i"
mp-bqdp,Sb5IO7,190,"Sb:4f,Sb:6h,I:2a,O:12i,O:2d"
mp-bqdq,Cs2Ni3S4,194,"Cs:4f,Ni:6h,S:4f,S:4e"
mp-bqdr,Ge5(Te4As)2,164,"Ge:1a,Ge:2d,Ge:2d,Te:2d,Te:2d,Te:2c,Te:2d,As:2c"
mp-bqds,CuPtF6,2,"Cu:1a,Cu:1h,Pt:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i"
mp-bqdt,Ca5(GaN2)2,64,"Ca:4f,Ca:2b,Ca:4f,Ga:4f,N:4f,N:4f"
mp-efp,US2,189,"U:2d,U:1a,S:3f,S:3g"
mp-bqdu,Tl3BSe3,11,"Tl:4f,Tl:2e,B:2e,Se:4f,Se:2e"
mp-bqdv,Cu2SO4,70,"Cu:4g,S:2b,O:8h"
mp-bqdz,ZrBr2,148,"Zr:6f,Br:6f,Br:6f"
mp-bqea,K2UCl5,62,"K:8d,U:4c,Cl:8d,Cl:4c,Cl:4c,Cl:4c"
mp-bqeb,Cs2CrCl4,139,"Cs:2e,Cr:1a,Cl:2c,Cl:2e"
mp-bqed,Al10Ge2O19,36,"Al:4b,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:4b,Ge:2a,Ge:2a,O:2a,O:2a,O:2a,O:4b,O:4b,O:4b,O:4b,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-kz,Mo17O47,32,"Mo:4c,Mo:4c,Mo:4c,Mo:4c,Mo:4c,Mo:4c,Mo:4c,Mo:4c,Mo:2a,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:2a,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c"
mp-efq,B2Os,59,"B:4e,Os:2a"
mp-bqee,UTe5,62,"U:4c,Te:8d,Te:4c,Te:4a,Te:4c"
mp-bqef,K2(NbCl3)3,12,"K:4j,Nb:4j,Nb:2i,Cl:4j,Cl:4j,Cl:2i,Cl:2i,Cl:2g,Cl:4j"
mp-bqeh,Al10Si2O19,36,"Al:4b,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:4b,Si:2a,Si:2a,O:2a,O:2a,O:2a,O:4b,O:4b,O:4b,O:4b,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-bqej,Ba(AlTe2)2,125,"Ba:2a,Al:2d,Al:2c,Te:8m"
mp-bqel,La8Nb7S22,37,"La:4d,La:4d,La:4d,La:4d,Nb:2c,Nb:4d,Nb:4d,Nb:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d,S:4d"
mp-bqem,Cd(HO)2,8,"Cd:2b,H:2b,H:1a,H:1a,O:2b,O:1a,O:1a"
mp-bqen,Ta4SiTe4,55,"Ta:4g,Ta:4g,Ta:4h,Ta:4h,Si:4e,Te:4g,Te:4h,Te:4h,Te:4g"
mp-efr,VSb2,140,"V:2a,Sb:4h"
mp-bqeo,Li3BiO3,2,"Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Bi:2i,Bi:2i,Bi:2i,Bi:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqep,Zr2P,65,"Zr:4p,Zr:2h,Zr:2g,Zr:2g,Zr:2j,Zr:2j,Zr:2j,Zr:2i,Zr:2e,Zr:4p,Zr:4p,Zr:4q,Zr:4q,P:2j,P:4p,P:4p,P:4q,P:4q"
mp-bqeq,Ba(ClO3)2,43,"Ba:2a,Cl:4b,O:4b,O:4b,O:4b"
mp-bqer,Pb(ClO3)2,43,"Pb:2a,Cl:4b,O:4b,O:4b,O:4b"
mp-bqes,Ba(BrO3)2,43,"Ba:2a,Br:4b,O:4b,O:4b,O:4b"
mp-bqeu,LuMnGe2,65,"Lu:4n,Lu:2j,Mn:4m,Mn:2l,Ge:2j,Ge:4n,Ge:2g,Ge:2h,Ge:2i"
mp-bqev,Tl6SeI4,128,"Tl:8h,Tl:4e,Se:2b,I:8g"
mp-bqew,Tl6SBr4,128,"Tl:8h,Tl:4e,S:2b,Br:8g"
mp-bqex,Fe4As5O13,2,"Fe:1c,Fe:1g,Fe:2i,Fe:2i,Fe:2i,As:2i,As:2i,As:2i,As:2i,As:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-efs,C3N4,220,"C:6b,N:8c"
mp-bqey,Rb2SnTe5,140,"Rb:2a,Rb:2c,Sn:2b,Te:8l,Te:2d"
mp-bqfa,Gd2CBr,194,"Gd:4f,C:2a,Br:2d"
mp-bqfb,Li2Ta3N5,12,"Li:2i,Li:2i,Ta:2i,Ta:2i,Ta:2i,N:2i,N:2i,N:2i,N:2i,N:2i"
mp-bqfd,Mn15(Br3O10)2,225,"Mn:12h,Mn:2c,Mn:1a,Br:6e,O:8f,O:12g"
mp-bqfh,KInBr3,147,"K:2d,K:2c,In:2d,In:2d,Br:6g,Br:6g"
mp-eft,GaN,225,"Ga:1a,N:1b"
mp-bqfi,K2Ta15O32,148,"K:2c,Ta:1b,Ta:6f,Ta:6f,Ta:2c,O:6f,O:6f,O:2c,O:6f,O:6f,O:6f"
mp-bqfj,Rb2Ta15O32,148,"Rb:2c,Ta:1b,Ta:6f,Ta:6f,Ta:2c,O:6f,O:6f,O:2c,O:6f,O:6f,O:6f"
mp-bqfk,CrInBr3,14,"Cr:4e,In:4e,Br:4e,Br:4e,Br:4e"
mp-bqfm,CaInBr3,63,"Ca:2b,In:2c,Br:4f,Br:2c"
mp-bqfn,Ca2Se3O8,2,"Ca:2i,Ca:2i,Se:2i,Se:2i,Se:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqfo,BaSe2O5,14,"Ba:4e,Se:4e,Se:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqfp,As2PbO4,14,"As:4e,As:4e,Pb:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqfq,SiH3I,14,"Si:4e,H:4e,H:4e,H:4e,I:4e"
mp-bqfr,Rb3Mo15Se17,176,"Rb:4e,Rb:2d,Mo:6h,Mo:12i,Mo:12i,Se:12i,Se:12i,Se:4f,Se:6h"
mp-bqft,Bi2P4O13,15,"Bi:4f,P:4f,P:4f,O:2e,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-bqfu,Na3ErCl6,14,"Na:2d,Na:4e,Er:2a,Cl:4e,Cl:4e,Cl:4e"
mp-bqfv,Cs4ZrO4,14,"Cs:4e,Cs:4e,Cs:4e,Cs:4e,Zr:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqfw,Sm4Cl6O,186,"Sm:6c,Sm:2b,Cl:6c,Cl:6c,O:2b"
mp-bqfx,RbLiO,62,"Rb:4c,Li:4c,O:4c"
mp-bqfy,Eu4Cl6O,186,"Eu:6c,Eu:2b,Cl:6c,Cl:6c,O:2b"
mp-bqga,Li8GeO6,185,"Li:6c,Li:4b,Li:6c,Ge:2a,O:6c,O:2a,O:4b"
mp-bqgb,Li8SiO6,185,"Li:6c,Li:4b,Li:6c,Si:2a,O:6c,O:2a,O:4b"
mp-bqgc,Hf2Ag3F14,12,"Hf:2i,Ag:1a,Ag:2i,F:4j,F:4j,F:1b,F:1c,F:2i,F:2i"
mp-bqgd,H8CN6,14,"H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,C:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e"
mp-bqgf,Ca2IN,194,"Ca:4f,I:2d,N:2a"
mp-bqgg,Ca2AsI,166,"Ca:2c,As:1b,I:1a"
mp-bqgh,RbSF5,62,"Rb:4c,S:4c,F:4c,F:8d,F:8d"
mp-bqgi,Na3CuO3,64,"Na:4f,Na:4e,Na:4f,Na:8g,Na:8g,Na:8g,Cu:4f,Cu:4f,Cu:4f,O:8g,O:8g,O:8g,O:4d,O:8g"
mp-bqgj,Ag2PdCl4,64,"Ag:4e,Pd:2a,Cl:4f,Cl:4d"
mp-bqgk,RbGeBr3,33,"Rb:4a,Ge:4a,Br:4a,Br:4a,Br:4a"
mp-bqgl,Na6Be8O11,2,"Na:2i,Na:2i,Na:2i,Be:2i,Be:2i,Be:2i,Be:2i,O:2i,O:2i,O:1a,O:2i,O:2i,O:2i"
mp-efw,Mn4Al11,2,"Mn:2i,Mn:2i,Al:1a,Al:2i,Al:2i,Al:2i,Al:2i,Al:2i"
mp-bqgo,RbAsSe2,15,"Rb:2e,Rb:2e,Rb:4f,As:4f,As:4f,Se:4f,Se:4f,Se:4f,Se:4f"
mp-bqgp,CsAsSe2,61,"Cs:8c,As:8c,Se:8c,Se:8c"
mp-bqgq,Rb4PbBr6,167,"Rb:2a,Rb:6e,Pb:2b,Br:12f"
mp-bqgs,NaTiSe4,14,"Na:4e,Na:4e,Ti:4e,Ti:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e"
mp-bqgt,LiBiF4,88,"Li:2a,Bi:2b,F:8f"
mp-bqgu,Rb3CuO2,14,"Rb:4e,Rb:4e,Rb:4e,Cu:4e,O:4e,O:4e"
mp-bqgv,NaInBr4,19,"Na:4a,In:4a,Br:4a,Br:4a,Br:4a,Br:4a"
mp-efx,ScN,225,"Sc:1a,N:1b"
mp-bqgw,NaInI4,14,"Na:4e,In:4e,I:4e,I:4e,I:4e,I:4e"
mp-bqgx,La2Br5,11,"La:2e,La:2e,Br:2e,Br:2e,Br:2e,Br:2e,Br:2e"
mp-bqgy,LaBr2,194,"La:2b,Br:4f"
mp-bqgz,WI3O,136,"W:4f,I:4g,I:8i,O:4g"
mp-bqha,KPbO2,2,"K:4i,K:4i,Pb:4i,Pb:4i,O:4i,O:4i,O:4i,O:4i"
mp-bqhb,W(S4Cl3)2,2,"W:2i,S:2i,S:2i,S:2i,S:2i,S:2i,S:2i,S:2i,S:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqhd,RbBrF4,140,"Rb:2c,Br:2d,F:8l"
mp-bqhe,CsI3F16,218,"Cs:2a,Cs:6b,I:24i,F:24i,F:24i,F:24i,F:24i,F:24i,F:8e"
mp-bqhf,Hg3(TeI)2,15,"Hg:4f,Hg:4f,Hg:2c,Hg:2e,Te:4f,Te:4f,I:4f,I:4f"
mp-efy,ZrO2,14,"Zr:4e,O:4e,O:4e"
mp-bqhg,Y2NCl3,12,"Y:2i,Y:2i,N:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqhi,CsB3H8,63,"Cs:2c,B:2c,B:4f,H:4f,H:4g,H:8h"
mp-bqhj,Si2NCl5,14,"Si:4e,Si:4e,N:4e,Cl:4e,Cl:4e,Cl:4e,Cl:4e,Cl:4e"
mp-bqhk,Tl2CuI3,58,"Tl:8h,Cu:4g,I:4f,I:4g,I:4g"
mp-bqhl,Nb3ICl6,205,"Nb:24d,I:8c,Cl:24d,Cl:24d"
mp-bqhm,AgXeF9,87,"Ag:2c,Xe:2e,F:8i,F:2e,F:8i"
mp-bqhn,BaH8O5,62,"Ba:4c,H:8d,H:8d,H:8d,H:8d,O:8d,O:8d,O:4c"
mp-bqho,Na2BeO2,14,"Na:4e,Na:4e,Na:4e,Na:4e,Be:4e,Be:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqhp,Rb3Ge2Br7,14,"Rb:4e,Rb:4e,Rb:4e,Ge:4e,Ge:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e"
mp-bqhq,Hg4As2I3,205,"Hg:8c,Hg:24d,As:8c,As:8c,I:24d"
mp-bqhr,Na4HgP2,166,"Na:2c,Na:2c,Hg:1a,P:2c"
mp-bqhs,Li7Br3O2,139,"Li:4g,Li:2e,Li:1a,Br:1b,Br:2e,O:2e"
mp-bqht,Li3BrO,221,"Li:3d,Br:1b,O:1a"
mp-bqhv,KNaSe,62,"K:4c,Na:4c,Se:4c"
mp-bqhx,Na5InTe4,60,"Na:4a,Na:4c,Na:8d,Na:8d,Na:8d,Na:8d,In:8d,Te:8d,Te:8d,Te:8d,Te:8d"
mp-bqhz,Na4Br2O,139,"Na:2e,Na:2c,Br:2e,O:1a"
mp-bqia,Rb2FeF5,62,"Rb:4c,Rb:4c,Fe:4c,F:8d,F:4c,F:4a,F:4c"
mp-bqib,NbBr5,62,"Nb:8d,Br:8d,Br:4c,Br:4c,Br:8d,Br:8d,Br:8d"
mp-bqic,Na3ClO,221,"Na:3d,Cl:1b,O:1a"
mp-bqid,NaLiSe,62,"Na:4c,Li:4c,Se:4c"
mp-bqig,K3AuSe13,13,"K:4g,K:2e,Au:2d,Se:4g,Se:4g,Se:4g,Se:4g,Se:4g,Se:4g,Se:2f"
mp-bqih,UReB3,194,"U:2c,Re:2a,B:6h"
mp-bqii,Ga3Te3I,62,"Ga:4c,Ga:4c,Ga:4c,Te:4c,Te:4c,Te:4c,I:4c"
mp-egb,CaTl,221,"Ca:1a,Tl:1b"
mp-bqik,CsAgCl3,139,"Cs:2d,Ag:1b,Ag:1a,Cl:4h,Cl:2e"
mp-ggujk,LiMnO2,18,"Li:4a,Mn:4b,O:8c"
mp-bqil,ThTa2O7,12,"Th:2i,Ta:2i,Ta:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-ggulq,KMg6Zr,123,"K:1c,Mg:2f,Mg:4k,Zr:1a"
mp-bqim,Na(LiSi2)3,62,"Na:4c,Li:4c,Li:4c,Li:4c,Si:4c,Si:4c,Si:4c,Si:4c,Si:4c,Si:4c"
mp-bqin,LiBPt3,189,"Li:3f,B:1b,B:2c,Pt:6k,Pt:3f"
mp-bqio,NaBPt3,191,"Na:1b,Na:1a,B:2d,Pt:6i"
mp-bqiq,NbTe5Pd,62,"Nb:4c,Te:4c,Te:4c,Te:4c,Te:4c,Te:4c,Pd:4c"
mp-bqir,In3Sb5O12,217,"In:6d,Sb:4c,Sb:6e,O:12g,O:12g"
mp-bqis,Y3(Fe31B7)2,229,"Y:3b,Fe:6d,Fe:8f,Fe:24j,Fe:24k,B:6e,B:8f"
mp-bqit,VSeO4,14,"V:4e,Se:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqiu,Zr3SO9,147,"Zr:6g,S:2d,O:6g,O:6g,O:2c,O:2d,O:2d"
mp-bqix,Li4Ge5O12,2,"Li:2i,Li:2i,Li:2i,Li:2i,Ge:2i,Ge:2i,Ge:2i,Ge:2i,Ge:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqja,LaSO,64,"La:8d,S:8f,O:8e"
mp-bqjb,K4Br2O,139,"K:2e,K:2c,Br:2e,O:1a"
mp-bqjc,Li3FeN2,72,"Li:2b,Li:4g,Fe:2a,N:4j"
mp-bqjd,Ta5B6,65,"Ta:2j,Ta:2i,Ta:1a,B:2j,B:2i,B:2j"
mp-egd,CeCd3,225,"Ce:1a,Cd:1b,Cd:2c"
mp-bqje,Na3BN2,14,"Na:4e,Na:4e,Na:4e,B:4e,N:4e,N:4e"
mp-bqjf,Nd(Mo4O7)2,41,"Nd:2a,Mo:4b,Mo:4b,Mo:4b,Mo:4b,O:4b,O:2a,O:2a,O:4b,O:4b,O:4b,O:4b,O:4b"
mp-bqjg,Ga(Bi3O5)4,197,"Ga:1a,Bi:12f,O:12f,O:4c,O:4c"
mp-bqjh,Re(TeCl6)2,2,"Re:1a,Te:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqji,KI3F16,14,"K:4e,K:4e,I:4e,I:4e,I:4e,I:4e,I:4e,I:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e"
mp-bqjk,Os2(CO)7,15,"Os:4f,Os:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-bqjl,Li4FeN2,71,"Li:4l,Fe:1a,N:2i"
mp-bqjm,Gd2CCl,166,"Gd:2c,C:1b,Cl:1a"
mp-bqjn,Tl2GeTe5,127,"Tl:4e,Tl:4e,Ge:4f,Te:4g,Te:4h,Te:4f,Te:8k"
mp-bqjo,K2FeF5,60,"K:4c,K:4c,K:8d,K:8d,K:8d,Fe:8d,Fe:8d,F:8d,F:8d,F:4b,F:4c,F:8d,F:8d,F:8d,F:8d,F:8d,F:8d,F:8d"
mp-bqjp,ThB2O5,15,"Th:4f,B:4f,B:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-bqjq,Ba3AlF9,62,"Ba:4c,Ba:4c,Ba:4c,Ba:4c,Ba:4c,Ba:4c,Al:4c,Al:4c,F:4c,F:4c,F:4c,F:4c,F:4c,F:4c,F:8d,F:8d,F:8d,F:8d,F:8d,F:8d"
mp-bqjr,H9CN9,14,"H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,C:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e"
mp-bqjt,CaNiN,131,"Ca:2e,Ni:2b,N:2c"
mp-bqjv,AsBr5F6,15,"As:2e,Br:4f,Br:4f,Br:2a,F:4f,F:4f,F:4f"
mp-bqjx,NaTi8O13,148,"Na:1b,Ti:6f,Ti:2c,O:1a,O:6f,O:6f"
mp-egf,K2CuF4,142,"K:8d,Cu:4b,F:8f,F:8d"
mp-bqjy,CsBr2F,123,"Cs:1a,Br:2h,F:1c"
mp-bqjz,Cs2IrCl6,225,"Cs:2c,Ir:1a,Cl:6e"
mp-bqkb,NdTa3O9,11,"Nd:2e,Ta:4f,Ta:2a,O:2e,O:2e,O:2e,O:4f,O:4f,O:4f"
mp-bqke,Tl5(Cu7Se5)2,12,"Tl:2i,Tl:2i,Tl:1a,Cu:2i,Cu:2i,Cu:2i,Cu:2i,Cu:2i,Cu:2i,Cu:2i,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i"
mp-bqkf,Na2MgCl4,55,"Na:4h,Mg:2a,Cl:4g,Cl:4h"
mp-bqkg,Na2CdCl4,55,"Na:4h,Cd:2a,Cl:4h,Cl:4g"
mp-egg,Yb(FeSi)2,139,"Yb:1a,Fe:2d,Si:2e"
mp-bqki,Ca2Cu6P5,139,"Ca:2e,Cu:2d,Cu:4g,P:2e,P:1b,P:2e"
mp-bqkj,Ba2Cu3P4,72,"Ba:4j,Cu:2b,Cu:4g,P:4j,P:4j"
mp-bqkk,Tl2SnTe3,62,"Tl:8d,Tl:8d,Sn:8d,Te:8d,Te:8d,Te:4c,Te:4c"
mp-bqkl,Mg14Si5O24,55,"Mg:8i,Mg:4g,Mg:8i,Mg:2b,Mg:4h,Mg:2d,Si:4g,Si:4h,Si:2a,O:8i,O:8i,O:8i,O:4h,O:4h,O:4h,O:4g,O:4g,O:4g"
mp-bqkn,NdSi2Ru,11,"Nd:2e,Si:2e,Si:2e,Ru:2e"
mp-bqkp,Ta(NiTe)2,62,"Ta:4c,Ni:4c,Ni:4c,Te:4c,Te:4c"
mp-bqkq,B9H11N4,14,"B:4e,B:4e,B:4e,B:4e,B:4e,B:4e,B:4e,B:4e,B:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,N:4e,N:4e,N:4e,N:4e"
mp-bqkr,Mn(SeO3)2,14,"Mn:2a,Se:4e,O:4e,O:4e,O:4e"
mp-bqks,Ba2Bi2O5,14,"Ba:4e,Bi:4e,O:4e,O:4e,O:2b"
mp-bqkt,ZrTe2Br5,12,"Zr:2g,Te:2h,Te:2i,Br:4j,Br:4j,Br:2i"
mp-bqku,Zr2TeBr12,14,"Zr:4e,Zr:4e,Te:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e,Br:4e"
mp-bqkv,P4SO6,14,"P:4e,P:4e,P:4e,P:4e,S:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
